"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"6305","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980842","Morgan Valley Groundwater Study Well # 3","Well",NA,16020102,NA,NA,NA,NA,41.037092865,-111.710716044,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6306","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980843","Morgan Valley Groundwater Study Well #4","Well",NA,16020102,NA,NA,NA,NA,40.97090031,-111.690085919,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6307","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980844","Morgan Valley Groundwater Study Well #6","Well",NA,16020102,NA,NA,NA,NA,41.134383653,-111.772993653,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6308","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980845","Morgan Valley Groundwater Study Well #7","Well",NA,16020102,NA,NA,NA,NA,41.060689223,-111.731630458,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6309","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980846","Morgan Valley Groundwater Study Well #8","Well",NA,16020102,NA,NA,NA,NA,40.972298911,-111.683646778,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6310","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980847","Morgan Valley Groundwater Study Well #10","Well",NA,16020102,NA,NA,NA,NA,40.989091174,-111.686506955,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6311","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980848","Morgan Valley Groundwater Study Well #12","Well",NA,16020102,NA,NA,NA,NA,41.107654346,-111.744692415,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6312","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980849","Morgan Valley Groundwater Study Well #13","Well",NA,16020102,NA,NA,NA,NA,41.1003004,-111.736821296,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6313","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980850","Morgan Valley Groundwater Study Well #14","Well",NA,16020102,NA,NA,NA,NA,41.093103689,-111.732478162,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6314","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980851","Morgan Valley Groundwater Study Well #15","Well",NA,16020102,NA,NA,NA,NA,41.094841873,-111.731116218,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6315","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980852","Morgan Valley Groundwater Study Well #16","Well",NA,16020102,NA,NA,NA,NA,41.089788974,-111.733858211,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6316","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980853","Morgan Valley Groundwater Study Well #18","Well",NA,16020102,NA,NA,NA,NA,41.089113725,-111.733803072,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6317","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980854","Morgan Valley Groundwater Study Well #19","Well",NA,16020102,NA,NA,NA,NA,41.072614574,-111.714609955,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6318","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980855","Morgan Valley Groundwater Study Well #20","Well",NA,16020102,NA,NA,NA,NA,41.068200083,-111.711788864,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6319","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980856","Morgan Valley Groundwater Study Well #21","Well",NA,16020102,NA,NA,NA,NA,41.06400411,-111.717313652,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6320","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980857","Morgan Valley Groundwater Study Well #22","Well",NA,16020102,NA,NA,NA,NA,41.063904237,-111.723203939,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6321","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980858","Morgan Valley Groundwater Study Well #23","Well",NA,16020102,NA,NA,NA,NA,41.052050512,-111.72878593,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6322","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980859","Morgan Valley Groundwater Study Well #24","Well",NA,16020102,NA,NA,NA,NA,41.063414658,-111.713593924,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6323","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980860","Morgan Valley Groundwater Study Well #27","Well",NA,16020102,NA,NA,NA,NA,41.050581589,-111.707196179,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6324","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980861","Morgan Valley Groundwater Study Well #28","Well",NA,16020102,NA,NA,NA,NA,41.025936534,-111.675482238,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6325","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980862","Morgan Valley Groundwater Study Well #29","Well",NA,16020102,NA,NA,NA,NA,41.025564783,-111.675894759,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6326","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980863","Morgan Valley Groundwater Study Well #31","Well",NA,16020102,NA,NA,NA,NA,40.976495803,-111.67308775,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6327","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980864","Morgan Valley Groundwater Study Well #32","Well",NA,16020102,NA,NA,NA,NA,40.972529838,-111.679631918,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6328","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980865","Morgan Valley Groundwater Study Well #33","Well",NA,16020102,NA,NA,NA,NA,40.972307919,-111.683646871,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6329","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980866","Morgan Valley Groundwater Study Well #34","Well",NA,16020102,NA,NA,NA,NA,40.981774665,-111.682270631,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6330","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980867","Morgan Valley Groundwater Study Well #35","Well",NA,16020102,NA,NA,NA,NA,41.104384823,-111.731984234,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6331","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980868","Morgan Valley Groundwater Study Well #36","Well",NA,16020102,NA,NA,NA,NA,41.019393445,-111.689711682,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6332","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980869","Morgan Valley Groundwater Study Well #37","Well",NA,16020102,NA,NA,NA,NA,41.034331255,-111.702739521,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6333","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980870","Morgan Valley Groundwater Study Well #38","Well",NA,16020102,NA,NA,NA,NA,41.031581146,-111.695751148,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6334","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980871","Morgan Valley Groundwater Study Well #39","Well",NA,16020102,NA,NA,NA,NA,41.027895813,-111.691430051,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6335","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980872","Morgan Valley Groundwater Study Well #40","Well",NA,16020102,NA,NA,NA,NA,41.028414895,-111.691994564,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6336","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980873","Morgan Valley Groundwater Study Well #41","Well",NA,16020102,NA,NA,NA,NA,40.990293589,-111.687292181,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6337","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980874","Morgan Valley Groundwater Study Well #42","Well",NA,16020102,NA,NA,NA,NA,40.99150032,-111.688862138,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6338","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980875","Morgan Valley Groundwater Study Well #43","Well",NA,16020102,NA,NA,NA,NA,40.989000736,-111.689585085,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6339","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980876","Morgan Valley Groundwater Study Well #44","Well",NA,16020102,NA,NA,NA,NA,40.980251447,-111.686962076,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6340","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980877","Morgan Valley Groundwater Study Well #45","Well",NA,16020102,NA,NA,NA,NA,41.066934868,-111.738210243,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6341","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980878","Morgan Valley Groundwater Study Well #46","Well",NA,16020102,NA,NA,NA,NA,41.037337766,-111.713359807,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6342","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980879","Morgan Valley Groundwater Study Well #47","Well",NA,16020102,NA,NA,NA,NA,41.043041447,-111.72322535,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6343","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980880","Morgan Valley Groundwater Study Well #48","Well",NA,16020102,NA,NA,NA,NA,41.034594349,-111.70832177,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6344","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980881","Morgan Valley Groundwater Study Well #49","Well",NA,16020102,NA,NA,NA,NA,41.019322984,-111.690947896,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6345","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980882","Morgan Valley Groundwater Study Well #50","Well",NA,16020102,NA,NA,NA,NA,41.138213943,-111.796511493,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6346","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980883","Morgan Valley Groundwater Study Well #157","Well",NA,16020102,NA,NA,NA,NA,41.063091135,-111.725015978,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6347","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980884","Morgan Valley Groundwater Study Well #162","Well",NA,16020102,NA,NA,NA,NA,41.067390172,-111.710197112,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6348","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980885","Morgan Valley Groundwater Study Well #180","Well",NA,16020102,NA,NA,NA,NA,41.047226825,-111.700437458,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6349","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980886","Morgan Valley Groundwater Study Well #211","Well",NA,16020102,NA,NA,NA,NA,41.059118837,-111.733517198,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6350","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980887","Morgan Valley Groundwater Study Well #252","Well",NA,16020102,NA,NA,NA,NA,41.038916281,-111.6953287,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6351","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980888","Morgan Valley Groundwater Study Well #278","Well",NA,16020102,NA,NA,NA,NA,41.024755288,-111.675684272,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6352","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980889","Morgan Valley Groundwater Study Well #295","Well",NA,16020102,NA,NA,NA,NA,41.00852763,-111.685519474,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6353","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980890","Morgan Valley Groundwater Study Well #531","Well",NA,16020102,NA,NA,NA,NA,40.976592527,-111.67349286,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6354","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980891","Morgan Valley Groundwater Study Well #601","Well",NA,16020102,NA,NA,NA,NA,40.968394359,-111.688859466,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6355","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980930","Lisbon Valley Mining Co.     SLV-1A","Well",NA,14030002,NA,NA,NA,NA,38.141461632,-109.131472977,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6356","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980931","Lisbon Valley Mining Co.     SLV-2","Well",NA,14030002,NA,NA,NA,NA,38.148602456,-109.142496855,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6357","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980932","Lisbon Valley Mining Co.     SLV-3","Well",NA,14030002,NA,NA,NA,NA,38.143571747,-109.128167092,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6358","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980933","Lisbon Valley Mining Co.     94MW2","Well",NA,14030002,NA,NA,NA,NA,38.116654356,-109.100669206,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6359","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980934","Lisbon Valley Mining Co.     MW96-7A","Well",NA,14030002,NA,NA,NA,NA,38.145764673,-109.13119202,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6360","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980935","Lisbon Valley Mining Co.     MW96-7B","Well",NA,14030002,NA,NA,NA,NA,38.145764673,-109.13119202,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6361","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980936","Lisbon Valley Mining Co.     MW97-9","Well",NA,14030002,NA,NA,NA,NA,38.142542945,-109.125249469,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6362","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980937","Lisbon Valley Mining Co.     MW97-11","Well",NA,14030002,NA,NA,NA,NA,38.138347328,-109.132271246,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6363","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980938","Lisbon Valley Mining Co.     MW97-12","Well",NA,14030002,NA,NA,NA,NA,38.150234162,-109.13855264,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6364","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980939","Lisbon Valley Mining Co.     MW97-13","Well",NA,14030002,NA,NA,NA,NA,38.127048544,-109.10816873,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6365","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980940","Lisbon Valley Mining Co.     PW-3","Well",NA,14030002,NA,NA,NA,NA,38.14721423,-109.136780784,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6366","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5980941","Lisbon Valley Mining Co.     PW-6","Well",NA,14030002,NA,NA,NA,NA,38.13887723,-109.140107797,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6367","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5981010","Cedar City Land Application MW 21-1","Well",NA,16030006,NA,NA,NA,NA,37.838904181,-113.096337413,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,21,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6368","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5981020","Cedar City Land Application MW 21-2","Well",NA,16030006,NA,NA,NA,NA,37.828862483,-113.100029724,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,21,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6369","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5981030","Cedar City Land Application MW 21-3","Well",NA,16030006,NA,NA,NA,NA,37.824557375,-113.09128471,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,21,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6370","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5981040","Cedar City Land Application MW 22-1","Well",NA,16030006,NA,NA,NA,NA,37.840704818,-113.075581926,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,21,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6371","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5981050","Cedar City Land Application MW 22-2","Well",NA,16030006,NA,NA,NA,NA,37.836072089,-113.086837531,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,21,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6372","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5981060","Cedar City Land Application MW 22-3","Well",NA,16030006,NA,NA,NA,NA,37.831728423,-113.08684011,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,21,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6373","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5981070","Cedar City Land Application MW 22-4","Well",NA,16030006,NA,NA,NA,NA,37.828174164,-113.087046726,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,21,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6374","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5981080","Cedar City Land Application MW 23-1","Well",NA,16030006,NA,NA,NA,NA,37.83090406,-113.060479849,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,21,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6375","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5981090","Cedar City Land Application MW 26-1","Well",NA,16030006,NA,NA,NA,NA,37.824143891,-113.056951683,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,21,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6376","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5981100","Cedar City Land Application MW 26-2","Well",NA,16030006,NA,NA,NA,NA,37.823111433,-113.067533991,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,21,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"6377","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-5981110","Cedar City Land Application MW 26-3","Well",NA,16030006,NA,NA,NA,NA,37.817445646,-113.067387248,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,21,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
